"source_path","source_kind","source_status","source_title","local_coverage","local_runtime_result","issue"
"/menu/tea-t1p1s123/","menu-category","200","Thức Coffee - Open 24/7 - TEA","missing","redirect-/menu","No category route; dynamic slug is treated as product and redirected"
"/menu/yeu-thich-nhat-t5p1s548/","menu-category","200","Thức Coffee - Open 24/7 - Menu","missing","redirect-/menu","No category route; dynamic slug is treated as product and redirected"
"/menu/","menu-list","200","Thức Coffee - Open 24/7 - Menu","implemented","menu-list",""
"/menu/americano-s153t2/","product-detail","200","Thức Coffee - Open 24/7 - AMERICANO","implemented","product-detail",""
"/menu/berry-mango-s1473t2/","product-detail","200","Thức Coffee - Open 24/7 - BERRY MANGO","implemented","product-detail",""
"/menu/biscuit-sticks-with-creamfoam-s1001t2/","product-detail","200","Thức Coffee - Open 24/7 - BISCUIT STICKS WITH CREAMFOAM","implemented","product-detail",""
"/menu/black-coffee-s145t2/","product-detail","200","Thức Coffee - Open 24/7 - BLACK COFFEE","implemented","product-detail",""
"/menu/black-cold-brew-coffee-s1378t2/","product-detail","200","Thức Coffee - Open 24/7 - BLACK COLD BREW COFFEE","implemented","product-detail",""
"/menu/cappuccino-s155t2/","product-detail","200","Thức Coffee - Open 24/7 - CAPPUCCINO","implemented","product-detail",""
"/menu/caramel-coffee-jelly-ib-s259t2/","product-detail","200","Thức Coffee - Open 24/7 - CARAMEL COFFEE JELLY IB","implemented","product-detail",""
"/menu/chocolate-ib-s263t2/","product-detail","200","Thức Coffee - Open 24/7 - CHOCOLATE IB","implemented","product-detail",""
"/menu/chocolate-s167t2/","product-detail","200","Thức Coffee - Open 24/7 - CHOCOLATE","implemented","product-detail",""
"/menu/christmas-vanilla-peppermint-s652t2/","product-detail","500","","missing","redirect-/menu","Product slug absent from local data"
"/menu/cinnamon-orange-cold-brew-s1435t2/","product-detail","200","Thức Coffee - Open 24/7 - CINNAMON ORANGE COLD BREW","implemented","product-detail",""
"/menu/cinnamon-tea-s181t2/","product-detail","200","Thức Coffee - Open 24/7 - CINNAMON TEA","implemented","product-detail",""
"/menu/coco-coffee-iceblend-s1138t2/","product-detail","200","Thức Coffee - Open 24/7 - COCO COFFEE ICEBLEND","implemented","product-detail",""
"/menu/coco-cold-brew-s1434t2/","product-detail","200","Thức Coffee - Open 24/7 - COCO COLD BREW","implemented","product-detail",""
"/menu/coco-latte-s1400t2/","product-detail","200","Thức Coffee - Open 24/7 - COCO LATTE","implemented","product-detail",""
"/menu/coco-mango-s1472t2/","product-detail","200","Thức Coffee - Open 24/7 - COCO MANGO","implemented","product-detail",""
"/menu/coco-matcha-s1403t2/","product-detail","200","Thức Coffee - Open 24/7 - COCO MATCHA","implemented","product-detail",""
"/menu/combo-christmas-vanilla-peppermint-frozen-cake-s653t2/","product-detail","500","","missing","redirect-/menu","Product slug absent from local data"
"/menu/combo-frozen-blue-ocean-frozen-cake-s654t2/","product-detail","500","","missing","redirect-/menu","Product slug absent from local data"
"/menu/cookie-matcha-land-s201t2/","product-detail","200","Thức Coffee - Open 24/7 - COOKIE MATCHA LAND","implemented","product-detail",""
"/menu/egg-coffee-s1243t2/","product-detail","200","Thức Coffee - Open 24/7 - EGG COFFEE","implemented","product-detail",""
"/menu/espresso-s152t2/","product-detail","200","Thức Coffee - Open 24/7 - ESPRESSO","implemented","product-detail",""
"/menu/flan-gato-s1016t2/","product-detail","200","Thức Coffee - Open 24/7 - FLAN GATO","implemented","product-detail",""
"/menu/frozen-blue-ocean-s651t2/","product-detail","500","","missing","redirect-/menu","Product slug absent from local data"
"/menu/frozen-cake-s650t2/","product-detail","500","","missing","redirect-/menu","Product slug absent from local data"
"/menu/golden-berry-passion-tea-s1406t2/","product-detail","200","Thức Coffee - Open 24/7 - GOLDEN BERRY PASSION TEA","implemented","product-detail",""
"/menu/honey-lemon-cold-brew-s1436t2/","product-detail","200","Thức Coffee - Open 24/7 - HONEY LEMON COLD BREW","implemented","product-detail",""
"/menu/kumquat-cooler-s235t2/","product-detail","200","Thức Coffee - Open 24/7 - KUMQUAT COOLER","implemented","product-detail",""
"/menu/latte-coffee-s157t2/","product-detail","200","Thức Coffee - Open 24/7 - LATTE COFFEE","implemented","product-detail",""
"/menu/lemon-black-tea-s177t2/","product-detail","200","Thức Coffee - Open 24/7 - LEMON BLACK TEA","implemented","product-detail",""
"/menu/longan-tea-s1405t2/","product-detail","200","Thức Coffee - Open 24/7 - LONGAN TEA","implemented","product-detail",""
"/menu/lychee-mango-s1471t2/","product-detail","200","Thức Coffee - Open 24/7 - LYCHEE MANGO","implemented","product-detail",""
"/menu/lychee-tea-s1404t2/","product-detail","200","Thức Coffee - Open 24/7 - LYCHEE TEA","implemented","product-detail",""
"/menu/matcha-ib-s258t2/","product-detail","200","Thức Coffee - Open 24/7 - MATCHA IB","implemented","product-detail",""
"/menu/matcha-tea-latte-s169t2/","product-detail","200","Thức Coffee - Open 24/7 - MATCHA TEA LATTE","implemented","product-detail",""
"/menu/oolong-bubble-milk-tea-s184t2/","product-detail","200","Thức Coffee - Open 24/7 - OOLONG BUBBLE MILK TEA","implemented","product-detail",""
"/menu/orange-juice-s212t2/","product-detail","200","Thức Coffee - Open 24/7 - ORANGE JUICE","implemented","product-detail",""
"/menu/paloma-ice-tea-s743t2/","product-detail","200","Thức Coffee - Open 24/7 - PALOMA ICE TEA","implemented","product-detail",""
"/menu/passion-mango-cheese-s1018t2/","product-detail","200","Thức Coffee - Open 24/7 - PASSION MANGO CHEESE","implemented","product-detail",""
"/menu/rice-milk-tea-s1231t2/","product-detail","200","Thức Coffee - Open 24/7 - RICE MILK TEA","implemented","product-detail",""
"/menu/salted-creamfoam-choco-s1401t2/","product-detail","200","Thức Coffee - Open 24/7 - SALTED CREAMFOAM CHOCO","implemented","product-detail",""
"/menu/salted-milkfoam-coffee-s1000t2/","product-detail","200","Thức Coffee - Open 24/7 - SALTED MILKFOAM COFFEE","implemented","product-detail",""
"/menu/special-white-coffee-s882t2/","product-detail","200","Thức Coffee - Open 24/7 - SPECIAL WHITE COFFEE","implemented","product-detail",""
"/menu/strawberry-peach-tea-s1402t2/","product-detail","200","Thức Coffee - Open 24/7 - STRAWBERRY PEACH TEA","implemented","product-detail",""
"/menu/thuc-milk-tea-s195t2/","product-detail","200","Thức Coffee - Open 24/7 - THỨC MILK TEA","implemented","product-detail",""
"/menu/tiramisu-choco-s687t2/","product-detail","200","Thức Coffee - Open 24/7 - TIRAMISU CHOCO","implemented","product-detail",""
"/menu/white-coffee-s147t2/","product-detail","200","Thức Coffee - Open 24/7 - WHITE COFFEE","implemented","product-detail",""
"/chinh-sach/","static","200","Thức Coffee - Open 24/7 - Cookie & Policy","partial","static-page","Route exists but content is substantially abbreviated/synthetic"
"/chuong-trinh-thanh-vien/","static","200","Thức Coffee - Open 24/7 - Chính sách thành viên","partial","static-page","Route exists but content is substantially abbreviated/synthetic"
"/delivery/","static","200","Thức Coffee - Open 24/7 - Thức giao hàng","partial","static-page","Route exists but content is substantially abbreviated/synthetic"
"/gioi-thieu/","static","200","Thức Coffee - Open 24/7 - Về chúng tôi","partial","static-page","Route exists but content is substantially abbreviated/synthetic"
"/lien-he/","static","200","Thức Coffee - Open 24/7 - Liên Hệ","partial","static-page","Route exists but content is substantially abbreviated/synthetic"
"/tuyen-dung/","static","200","Thức Coffee - Open 24/7 - Tuyển Dụng","partial","static-page","Route exists but content is substantially abbreviated/synthetic"
"/cua-hang/","store-default","200","Thức Coffee - Open 24/7 - Cửa hàng","partial","store-list","Template/content differs from source default store page"
"/cua-hang/thuc-coffee-320-nguyen-thai-son-s106t2/","store-detail","200","Thức Coffee - Open 24/7 - Cửa hàng","partial","store-detail","Store data exists; source component/style parity requires visual check"
"/cua-hang/thuc-coffee-37-ly-tu-trong-s103t2/","store-detail","200","Thức Coffee - Open 24/7 - Cửa hàng","partial","store-detail","Store data exists; source component/style parity requires visual check"
"/cua-hang/thuc-coffee-40d-ly-tu-trong-s92t2/","store-detail","200","Thức Coffee - Open 24/7 - Cửa hàng","partial","store-detail","Store data exists; source component/style parity requires visual check"
"/cua-hang/thuc-coffee-42-cong-quynh-s99t2/","store-detail","200","Thức Coffee - Open 24/7 - Cửa hàng","partial","store-detail","Store data exists; source component/style parity requires visual check"
"/cua-hang/thuc-coffee-42-hoa-phuong-s605t2/","store-detail","200","Thức Coffee - Open 24/7 - Cửa hàng","partial","store-detail","Store data exists; source component/style parity requires visual check"
"/cua-hang/thuc-coffee-45-nguyen-oanh-s242t2/","store-detail","200","Thức Coffee - Open 24/7 - Cửa hàng","partial","store-detail","Store data exists; source component/style parity requires visual check"
"/cua-hang/thuc-coffee-duong-41-s931t2/","store-detail","200","Thức Coffee - Open 24/7 - Cửa hàng","partial","store-detail","Store data exists; source component/style parity requires visual check"
"/chuyen-cua-thuc/%E2%80%9C%F0%9D%91%BB%F0%9D%92%89%F0%9D%92%96%CC%9B%CC%81-%F0%9D%92%95%F0%9D%92%96%CC%9B-%F0%9D%92%97%F0%9D%92%96%F0%9D%92%8A-%F0%9D%92%97%F0%9D%92%86%CC%89%E2%80%9D-voi-free-upsize-va-banh-dong-gia-20k-s727t2/","story-detail","200","Thức Coffee - Open 24/7 - “&#119931;&#119945;&#119958;̛́ &#119957;&#119958;̛ &#119959;&#119958;&#119946; &#119959;&#119942;̉” với FREE UPSIZE và BÁNH đồng giá 20K","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%E2%80%9Can-le%E2%80%9D-o-sai-gon-co-gi-thu-vi--s721t2/","story-detail","200","Thức Coffee - Open 24/7 - “Ăn lễ” ở Sài Gòn có gì thú vị?","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%E2%80%9Cca-phe-da-xay%E2%80%9D-%E2%80%93-goi-y-hay-cho-ngay-nang-nong-%F0%9F%92%9E-s696t2/","story-detail","200","Thức Coffee - Open 24/7 - “Cà phê đá xay” – Gợi ý hay cho ngày nắng nóng &#128158;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%E2%80%9Ccon-dau-lon-van-la-con-cua-me-di-het-doi-long-me-van-theo-con%E2%80%9D-s729t2/","story-detail","200","Thức Coffee - Open 24/7 - “Con dẫu lớn vẫn là còn của mẹ, đi hết đời lòng mẹ vẫn theo con”","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%E2%80%9Cem-khong-sai-chung-ta-cung-khong-sai%E2%80%9D-s733t2/","story-detail","200","Thức Coffee - Open 24/7 - “Em không sai, chúng ta cũng không sai”","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%E2%80%9Cxa%E2%80%9D-thuc-la-nho-%E2%80%9Cgan%E2%80%9D-anh-shipper-la-cuoi--s706t2/","story-detail","200","Thức Coffee - Open 24/7 - “Xa” Thức là nhớ, “gần” anh shipper là cười!","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%E2%80%BC%E2%80%BC-black-friday-giam-50-ap-dung-toan-he-thong-%E2%80%BC%EF%B8%8F%E2%80%BC%EF%B8%8F-s642t2/","story-detail","200","Thức Coffee - Open 24/7 - ‼‼ BLACK FRIDAY - GIẢM 50% - ÁP DỤNG TOÀN HỆ THỐNG ‼️‼️","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%E2%99%A8%EF%B8%8F%E2%99%A8%EF%B8%8F-ca-phe-tai-gia-khong-lo-ve-gia-%E2%99%A8%EF%B8%8F%E2%99%A8%EF%B8%8F-s683t2/","story-detail","200","Thức Coffee - Open 24/7 - ♨️♨️ CÀ PHÊ TẠI GIA - KHÔNG LO VỀ GIÁ ♨️♨️","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%E2%9A%A0%EF%B8%8F%E2%9A%A0%EF%B8%8F-thuc-cofffee-hoat-dong-xuyen-tet-%E2%9A%A0%EF%B8%8F%E2%9A%A0%EF%B8%8F-s667t2/","story-detail","200","Thức Coffee - Open 24/7 - ⚠️⚠️ THỨC COFFFEE - HOẠT ĐỘNG XUYÊN TẾT ⚠️⚠️","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%E2%9A%A1%EF%B8%8F%E2%9A%A1%EF%B8%8F-giam-20-freeship-freecall-%E2%9A%A1%EF%B8%8F%E2%9A%A1%EF%B8%8F-s510t2/","story-detail","200","Thức Coffee - Open 24/7 - ⚡️⚡️ GIẢM 20% - FREESHIP - FREECALL ⚡️⚡️","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%E2%9A%A1%EF%B8%8F%E2%9A%A1%EF%B8%8F-giam-20-freeship-freecall-%E2%9A%A1%EF%B8%8F%E2%9A%A1%EF%B8%8F-s511t2/","story-detail","200","Thức Coffee - Open 24/7 - ⚡️⚡️ GIẢM 20% - FREESHIP - FREECALL ⚡️⚡️","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%E2%9A%A1%EF%B8%8F%E2%9A%A1%EF%B8%8F-thuc-co-gi-hot-hot-gi-o-thuc-%E2%9A%A1%EF%B8%8F%E2%9A%A1%EF%B8%8F-s527t2/","story-detail","200","Thức Coffee - Open 24/7 - ⚡️⚡️ Thức có gì HOT?? HOT gì ở Thức?? ⚡️⚡️","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%E2%9A%A1%EF%B8%8F-du-dinh-duong-day-nang-luong-voi-combo-kaya-toast-white-coffee-%E2%9A%A1%EF%B8%8F-s1226t2/","story-detail","200","Thức Coffee - Open 24/7 - ⚡️ ĐỦ DINH DƯỠNG - ĐẦY NĂNG LƯỢNG với COMBO KAYA TOAST & WHITE COFFEE ⚡️","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%E2%9C%A8-vi-xuan-nhu-y-phu-quy-phat-tai-s1431t2/","story-detail","200","Thức Coffee - Open 24/7 - ✨ VỊ XUÂN NHƯ Ý - PHÚ QUÝ PHÁT TÀI","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8C%99-combo-nguyet-vien-%E2%80%93-huong-vi-thu-ve-tai-thuc-coffee-%E2%9C%A8-s1397t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127769; Combo Nguyệt Viên – hương vị thu về tại Thức Coffee ✨","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8C%99-khuya-tinh-tao-tran-nang-luong-s1222t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127769; KHUYA TỈNH TÁO - TRÀN NĂNG LƯỢNG","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8C%9E-mot-ngum-khi-khat-vua-mat-vua-ngon-s756t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127774; MỘT NGỤM KHI KHÁT, VỪA MÁT - VỪA NGON","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8C%9F%F0%9F%8C%9F-giua-tuan-vui-ve-ca-tuan-deu-vuiiii-%F0%9F%8C%9F%F0%9F%8C%9F-s534t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127775;&#127775; Giữa tuần vui vẻ, cả tuần đều vuiiii &#127775;&#127775;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8C%9F%F0%9F%8C%9F-giua-tuan-vui-ve-ca-tuan-deu-vuiiii-%F0%9F%8C%9F%F0%9F%8C%9F-s535t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127775;&#127775; Giữa tuần vui vẻ, cả tuần đều vuiiii &#127775;&#127775;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8C%9F-ngay-hoi-khai-truong-thuc-hoa-phuong-%F0%9F%8C%9F-s603t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127775; NGÀY HỘI KHAI TRƯƠNG THỨC HOA PHƯỢNG &#127775;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8C%B4%F0%9F%8C%B4%F0%9F%8C%B4-mua-he-nay-thuc-co-gi--s544t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127796;&#127796;&#127796; Mùa hè này Thức có gì ??","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8C%B4-summer-vibes-cung-thuc-mang-he-den-gan-ban-%F0%9F%8C%B4-s746t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127796; SUMMER VIBES - cùng Thức mang hè đến gần bạn &#127796;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8C%B7%F0%9F%8C%B7-hoa-xinh-trao-nang-thay-ngan-yeu-thuong-%F0%9F%8C%B7%F0%9F%8C%B7-s679t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127799;&#127799; HOA XINH TRAO NÀNG - THAY NGÀN YÊU THƯƠNG &#127799;&#127799;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8C%B8-20-10-cuoi-tuoi-nhu-hoa-nhan-qua-thoa-thich--s790t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127800; 20/10 - Cười tươi như hoa - Nhận quà thoả thích!","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8C%B9%F0%9F%8C%BC-tu-quy-tra-hoa-vui-don-tet-ta-%F0%9F%8C%BC%F0%9F%8C%B9-s820t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127801;&#127804; TỨ QUÝ TRÀ HOA - VUI ĐÓN TẾT TA &#127804;&#127801;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8C%B9-tra-hoa-hong-phuc-%F0%9F%8C%B9-s830t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127801; TRÀ HOA HỒNG PHÚC &#127801;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8C%BC%F0%9F%8C%B8-hoa-xuan-tu-quy-don-tet-nhu-y%F0%9F%8C%BC%F0%9F%8C%B8-s888t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127804;&#127800; HOA XUÂN TỨ QUÝ, ĐÓN TẾT NHƯ Ý&#127804;&#127800;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8C%BC-giai-nhiet-ngay-nang-nong-voi-bo-tu-tra-hoa-top-seller-tai-thuc-coffee--s910t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127804; Giải nhiệt ngày nắng nóng với BỘ TỨ TRÀ HOA - TOP SELLER tại Thức Coffee.","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8C%BC-thuong-tra-hoa-cuc-don-trang-ram-s1054t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127804; THƯỞNG TRÀ HOA CÚC ĐÓN TRĂNG RẰM","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8C%BC-tra-cuc-loc-phat-%F0%9F%8C%BC-s829t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127804; Trà Cúc Lộc Phát &#127804;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8C%BC-tu-quy-tra-hoa-vui-don-tet-ta-%F0%9F%8C%BC-s835t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127804; Tứ Quý Trà Hoa - Vui Đón Tết Ta &#127804;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8C%BF-fan-cung-matcha-khong-the-bo-qua-matcha-kafe-cua-thuc-coffee--s1038t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127807; Fan cứng MATCHA không thể bỏ qua, MATCHA KAFÉ của Thức Coffee.","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8D%83-doi-moi-huong-vi-cung-bo-doi-banana-vibes-tai-thuc-coffee--s1382t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127811; Đổi mới hương vị cùng Bộ đôi BANANA VIBES tại Thức Coffee.","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8D%93%F0%9F%8D%8B%F0%9F%8D%91-trai-cay-nhiet-doi-tuoi-mat-don-chao-sac-he-phan-khoi--s844t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127827;&#127819;&#127825; TRÁI CÂY NHIỆT ĐỚI TƯƠI MÁT, ĐÓN CHÀO SẮC HÈ PHẤN KHỞI.","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8D%93%F0%9F%8D%8B%F0%9F%8D%91-tropical-fruit-breeze-bo-doi-trai-cay-da-xay-mat-lanh--s850t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127827;&#127819;&#127825; TROPICAL FRUIT BREEZE - Bộ đôi trái cây đá xay mát lạnh.","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8D%AD%F0%9F%8D%AD%F0%9F%8D%AD-lay-keo-hay-bi-gheo-%F0%9F%91%BB%F0%9F%91%BB%F0%9F%91%BB-s477t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127853;&#127853;&#127853; LẤY KẸO HAY BỊ GHẸO &#128123;&#128123;&#128123;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8D%B0-happy-day-free-upszie-dong-gia-banh-20-000d-s795t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127856; HAPPY DAY - FREE UPSZIE - ĐỒNG GIÁ BÁNH 20.000Đ","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8E%80%F0%9F%8E%80%F0%9F%8E%80-den-thuc-coffee-nhan-bao-li-xi-%F0%9F%8E%80%F0%9F%8E%80%F0%9F%8E%80-s664t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127872;&#127872;&#127872; ĐẾN THỨC COFFEE - NHẬN BAO LÌ XÌ &#127872;&#127872;&#127872;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8E%80-song-khoe-tron-ven-cung-healthy-day--s781t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127872; Sống khoẻ trọn vẹn cùng HEALTHY DAY.","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8E%83-mua-le-hoi-halloween-da-den--s792t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127875; Mùa lễ hội Halloween đã đến!","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8E%84%F0%9F%8E%84%F0%9F%8E%84-christmas-time-christmas-collection-%F0%9F%8E%84%F0%9F%8E%84%F0%9F%8E%84-s647t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127876;&#127876;&#127876; CHRISTMAS TIME - CHRISTMAS COLLECTION &#127876;&#127876;&#127876;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8E%84-christmas-combo-%F0%9F%8E%84-s1412t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127876; CHRISTMAS COMBO &#127876;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8E%84-don-giang-sinh-cung-bo-doi-green-red-christmas-collection-2024-%E2%98%83%EF%B8%8F-s1292t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127876; ĐÓN GIÁNG SINH CÙNG BỘ ĐÔI GREEN-RED : CHRISTMAS COLLECTION 2024 ☃️","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8E%84-holiday-signature-drinks-%F0%9F%8E%84-s806t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127876; HOLIDAY SIGNATURE DRINKS &#127876;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8E%84-jingle-bells-jingle-bells-jingle-all-the-way-%F0%9F%8E%84-s874t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127876; Jingle bells, jingle bells. Jingle all the way... &#127876;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8E%84-mua-giang-sinh-ve-thuc-co-dieu-muon-he-lo-%F0%9F%8E%84-s1411t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127876; MÙA GIÁNG SINH VỀ, THỨC CÓ ĐIỀU MUỐN HÉ LỘ &#127876;","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
"/chuyen-cua-thuc/%F0%9F%8E%84-thang-12-luon-la-thang-duoc-yeu-thich-nhat-trong-nam-vi-sao-u--s815t2/","story-detail","200","Thức Coffee - Open 24/7 - &#127876; Tháng 12 luôn là tháng được yêu thích nhất trong năm. Vì sao ư?","missing","redirect-/chuyen-cua-thuc","Story slug absent from local data"
