"status","kind","path","url","title","headings","content_lead","internal_link_count","error"
"200","menu-category","/menu/mango-breeze-t1p1s1470/","http://www.thuccoffee.com.vn/menu/mango-breeze-t1p1s1470/","Thức Coffee - Open 24/7 - MANGO BREEZE","H2: Thức Menu | H2: MANGO BREEZE | H2: Ưu đãi khi đến với Thức | H4: THỨC COFFEE - OPEN 24/7 Hotline: 1800 6230 | H4: © 2018. All Right Reserved. Thức Coffee","Thức Coffee - Open 24/7 - MANGO BREEZE Trang chủ Menu Chuyện của Thức Về chúng tôi Cửa hàng Chính sách thành viên Tuyển Dụng Liên Hệ Đăng Nhập Nhận tin khuyến mãi của Thức 1800 6230 info.thuccoffee247@gmail.com 1800 6230 Menu Chuyện của Thức Về chúng tôi Cửa hàng Chính sách thành viên Tuyển Dụng Liên Hệ Thức uống Tin tức Trang chủ Menu MANGO BREEZE Thức Menu SẢN PHẨM MỚI Yêu thích nhất MANGO BREEZE COLD BREW ORIGINS COFFEE NON-COFFEE TEA MILK TEA BLENDED CAKE SẢN PHẨM MỚI Yêu thích nhất MANGO BR","25",
"200","menu-category","/menu/milk-tea-t1p1s139/","http://www.thuccoffee.com.vn/menu/milk-tea-t1p1s139/","Thức Coffee - Open 24/7 - MILK TEA","H2: Thức Menu | H2: MILK TEA | H2: Ưu đãi khi đến với Thức | H4: THỨC COFFEE - OPEN 24/7 Hotline: 1800 6230 | H4: © 2018. All Right Reserved. Thức Coffee","Thức Coffee - Open 24/7 - MILK TEA Trang chủ Menu Chuyện của Thức Về chúng tôi Cửa hàng Chính sách thành viên Tuyển Dụng Liên Hệ Đăng Nhập Nhận tin khuyến mãi của Thức 1800 6230 info.thuccoffee247@gmail.com 1800 6230 Menu Chuyện của Thức Về chúng tôi Cửa hàng Chính sách thành viên Tuyển Dụng Liên Hệ Thức uống Tin tức Trang chủ Menu MILK TEA Thức Menu SẢN PHẨM MỚI Yêu thích nhất MANGO BREEZE COLD BREW ORIGINS COFFEE NON-COFFEE TEA MILK TEA BLENDED CAKE SẢN PHẨM MỚI Yêu thích nhất MANGO BREEZE COL","25",
"200","menu-category","/menu/non-coffee-t1p1s138/","http://www.thuccoffee.com.vn/menu/non-coffee-t1p1s138/","Thức Coffee - Open 24/7 - NON-COFFEE","H2: Thức Menu | H2: NON-COFFEE | H2: Ưu đãi khi đến với Thức | H4: THỨC COFFEE - OPEN 24/7 Hotline: 1800 6230 | H4: © 2018. All Right Reserved. Thức Coffee","Thức Coffee - Open 24/7 - NON-COFFEE Trang chủ Menu Chuyện của Thức Về chúng tôi Cửa hàng Chính sách thành viên Tuyển Dụng Liên Hệ Đăng Nhập Nhận tin khuyến mãi của Thức 1800 6230 info.thuccoffee247@gmail.com 1800 6230 Menu Chuyện của Thức Về chúng tôi Cửa hàng Chính sách thành viên Tuyển Dụng Liên Hệ Thức uống Tin tức Trang chủ Menu NON-COFFEE Thức Menu SẢN PHẨM MỚI Yêu thích nhất MANGO BREEZE COLD BREW ORIGINS COFFEE NON-COFFEE TEA MILK TEA BLENDED CAKE SẢN PHẨM MỚI Yêu thích nhất MANGO BREEZE","26",
"200","menu-category","/menu/san-pham-moi-t5p1s549/","http://www.thuccoffee.com.vn/menu/san-pham-moi-t5p1s549/","Thức Coffee - Open 24/7 - Menu","H2: Thức Menu | H2: SẢN PHẨM MỚI | H2: Ưu đãi khi đến với Thức | H4: THỨC COFFEE - OPEN 24/7 Hotline: 1800 6230 | H4: © 2018. All Right Reserved. Thức Coffee","Thức Coffee - Open 24/7 - Menu Trang chủ Menu Chuyện của Thức Về chúng tôi Cửa hàng Chính sách thành viên Tuyển Dụng Liên Hệ Đăng Nhập Nhận tin khuyến mãi của Thức 1800 6230 info.thuccoffee247@gmail.com 1800 6230 Menu Chuyện của Thức Về chúng tôi Cửa hàng Chính sách thành viên Tuyển Dụng Liên Hệ Thức uống Tin tức Trang chủ Menu Thức Menu SẢN PHẨM MỚI Yêu thích nhất MANGO BREEZE COLD BREW ORIGINS COFFEE NON-COFFEE TEA MILK TEA BLENDED CAKE SẢN PHẨM MỚI Yêu thích nhất MANGO BREEZE COLD BREW ORIGIN","38",
"200","menu-category","/menu/tea-t1p1s123/","http://www.thuccoffee.com.vn/menu/tea-t1p1s123/","Thức Coffee - Open 24/7 - TEA","H2: Thức Menu | H2: TEA | H2: Ưu đãi khi đến với Thức | H4: THỨC COFFEE - OPEN 24/7 Hotline: 1800 6230 | H4: © 2018. All Right Reserved. Thức Coffee","Thức Coffee - Open 24/7 - TEA Trang chủ Menu Chuyện của Thức Về chúng tôi Cửa hàng Chính sách thành viên Tuyển Dụng Liên Hệ Đăng Nhập Nhận tin khuyến mãi của Thức 1800 6230 info.thuccoffee247@gmail.com 1800 6230 Menu Chuyện của Thức Về chúng tôi Cửa hàng Chính sách thành viên Tuyển Dụng Liên Hệ Thức uống Tin tức Trang chủ Menu TEA Thức Menu SẢN PHẨM MỚI Yêu thích nhất MANGO BREEZE COLD BREW ORIGINS COFFEE NON-COFFEE TEA MILK TEA BLENDED CAKE SẢN PHẨM MỚI Yêu thích nhất MANGO BREEZE COLD BREW ORI","30",
"200","menu-category","/menu/yeu-thich-nhat-t5p1s548/","http://www.thuccoffee.com.vn/menu/yeu-thich-nhat-t5p1s548/","Thức Coffee - Open 24/7 - Menu","H2: Thức Menu | H2: Yêu thích nhất | H2: Ưu đãi khi đến với Thức | H4: THỨC COFFEE - OPEN 24/7 Hotline: 1800 6230 | H4: © 2018. All Right Reserved. Thức Coffee","Thức Coffee - Open 24/7 - Menu Trang chủ Menu Chuyện của Thức Về chúng tôi Cửa hàng Chính sách thành viên Tuyển Dụng Liên Hệ Đăng Nhập Nhận tin khuyến mãi của Thức 1800 6230 info.thuccoffee247@gmail.com 1800 6230 Menu Chuyện của Thức Về chúng tôi Cửa hàng Chính sách thành viên Tuyển Dụng Liên Hệ Thức uống Tin tức Trang chủ Menu Thức Menu SẢN PHẨM MỚI Yêu thích nhất MANGO BREEZE COLD BREW ORIGINS COFFEE NON-COFFEE TEA MILK TEA BLENDED CAKE SẢN PHẨM MỚI Yêu thích nhất MANGO BREEZE COLD BREW ORIGIN","41",
"200","menu-list","/menu/","http://www.thuccoffee.com.vn/menu/","Thức Coffee - Open 24/7 - Menu","H2: Thức Menu | H2: SẢN PHẨM MỚI | H2: Ưu đãi khi đến với Thức | H4: THỨC COFFEE - OPEN 24/7 Hotline: 1800 6230 | H4: © 2018. All Right Reserved. Thức Coffee","Thức Coffee - Open 24/7 - Menu Trang chủ Menu Chuyện của Thức Về chúng tôi Cửa hàng Chính sách thành viên Tuyển Dụng Liên Hệ Đăng Nhập Nhận tin khuyến mãi của Thức 1800 6230 info.thuccoffee247@gmail.com 1800 6230 Menu Chuyện của Thức Về chúng tôi Cửa hàng Chính sách thành viên Tuyển Dụng Liên Hệ Thức uống Tin tức Trang chủ Menu Thức Menu SẢN PHẨM MỚI Yêu thích nhất MANGO BREEZE COLD BREW ORIGINS COFFEE NON-COFFEE TEA MILK TEA BLENDED CAKE SẢN PHẨM MỚI Yêu thích nhất MANGO BREEZE COLD BREW ORIGIN","38",
"200","product-detail","/menu/americano-s153t2/","http://www.thuccoffee.com.vn/menu/americano-s153t2/","Thức Coffee - Open 24/7 - AMERICANO","H1: AMERICANO | H2: Sản phẩm cùng danh mục | H4: THỨC COFFEE - OPEN 24/7 Hotline: 1800 6230 | H4: © 2018. All Right Reserved. Thức Coffee","Thức Coffee - Open 24/7 - AMERICANO Trang chủ Menu Chuyện của Thức Về chúng tôi Cửa hàng Chính sách thành viên Tuyển Dụng Liên Hệ Đăng Nhập Nhận tin khuyến mãi của Thức 1800 6230 info.thuccoffee247@gmail.com 1800 6230 Menu Chuyện của Thức Về chúng tôi Cửa hàng Chính sách thành viên Tuyển Dụng Liên Hệ Thức uống Tin tức Trang chủ Menu AMERICANO AMERICANO AMERICANO (HOT) Lạnh (Size M) 45.000đ Lạnh (Size L) 55.000đ Nóng 45.000đ Order xin gọi: 1800 6230 Trở Lại Sản phẩm cùng danh mục SẢN PHẨM MỚI BLA","15",
"200","product-detail","/menu/berry-mango-s1473t2/","http://www.thuccoffee.com.vn/menu/berry-mango-s1473t2/","Thức Coffee - Open 24/7 - BERRY MANGO","H1: BERRY MANGO | H2: Sản phẩm cùng danh mục | H4: THỨC COFFEE - OPEN 24/7 Hotline: 1800 6230 | H4: © 2018. All Right Reserved. Thức Coffee","Thức Coffee - Open 24/7 - BERRY MANGO Trang chủ Menu Chuyện của Thức Về chúng tôi Cửa hàng Chính sách thành viên Tuyển Dụng Liên Hệ Đăng Nhập Nhận tin khuyến mãi của Thức 1800 6230 info.thuccoffee247@gmail.com 1800 6230 Menu Chuyện của Thức Về chúng tôi Cửa hàng Chính sách thành viên Tuyển Dụng Liên Hệ Thức uống Tin tức Trang chủ Menu BERRY MANGO BERRY MANGO Xoài Dâu Đá Xay - vị chua thanh của dâu tây mix cùng độ ngọt thơm của xoài, thêm topping dâu sấy giòn vui miệng, uống một ngụm là ""bật công","13",
"200","product-detail","/menu/biscuit-sticks-with-creamfoam-s1001t2/","http://www.thuccoffee.com.vn/menu/biscuit-sticks-with-creamfoam-s1001t2/","Thức Coffee - Open 24/7 - BISCUIT STICKS WITH CREAMFOAM","H1: BISCUIT STICKS WITH CREAMFOAM | H2: Sản phẩm cùng danh mục | H4: THỨC COFFEE - OPEN 24/7 Hotline: 1800 6230 | H4: © 2018. All Right Reserved. Thức Coffee","Thức Coffee - Open 24/7 - BISCUIT STICKS WITH CREAMFOAM Trang chủ Menu Chuyện của Thức Về chúng tôi Cửa hàng Chính sách thành viên Tuyển Dụng Liên Hệ Đăng Nhập Nhận tin khuyến mãi của Thức 1800 6230 info.thuccoffee247@gmail.com 1800 6230 Menu Chuyện của Thức Về chúng tôi Cửa hàng Chính sách thành viên Tuyển Dụng Liên Hệ Thức uống Tin tức Trang chủ Menu BISCUIT STICKS WITH CREAMFOAM BISCUIT STICKS WITH CREAMFOAM BÁNH QUE CHẤM KEM mang vị mặn nhè nhẹ của bánh, chấm lớp kem sữa beo béo, tuy đơn giả","14",
"200","product-detail","/menu/black-coffee-s145t2/","http://www.thuccoffee.com.vn/menu/black-coffee-s145t2/","Thức Coffee - Open 24/7 - BLACK COFFEE","H1: BLACK COFFEE | H2: Sản phẩm cùng danh mục | H4: THỨC COFFEE - OPEN 24/7 Hotline: 1800 6230 | H4: © 2018. All Right Reserved. Thức Coffee","Thức Coffee - Open 24/7 - BLACK COFFEE Trang chủ Menu Chuyện của Thức Về chúng tôi Cửa hàng Chính sách thành viên Tuyển Dụng Liên Hệ Đăng Nhập Nhận tin khuyến mãi của Thức 1800 6230 info.thuccoffee247@gmail.com 1800 6230 Menu Chuyện của Thức Về chúng tôi Cửa hàng Chính sách thành viên Tuyển Dụng Liên Hệ Thức uống Tin tức Trang chủ Menu BLACK COFFEE BLACK COFFEE CÀ PHÊ ĐEN Lạnh (size S) 35.000đ Lạnh (size M) 39.000đ Lạnh (size L) 49.000đ Nóng 39.000đ Order xin gọi: 1800 6230 Trở Lại Sản phẩm cùng","15",
"200","product-detail","/menu/black-cold-brew-coffee-s1378t2/","http://www.thuccoffee.com.vn/menu/black-cold-brew-coffee-s1378t2/","Thức Coffee - Open 24/7 - BLACK COLD BREW COFFEE","H1: BLACK COLD BREW COFFEE | H2: Sản phẩm cùng danh mục | H4: THỨC COFFEE - OPEN 24/7 Hotline: 1800 6230 | H4: © 2018. All Right Reserved. Thức Coffee","Thức Coffee - Open 24/7 - BLACK COLD BREW COFFEE Trang chủ Menu Chuyện của Thức Về chúng tôi Cửa hàng Chính sách thành viên Tuyển Dụng Liên Hệ Đăng Nhập Nhận tin khuyến mãi của Thức 1800 6230 info.thuccoffee247@gmail.com 1800 6230 Menu Chuyện của Thức Về chúng tôi Cửa hàng Chính sách thành viên Tuyển Dụng Liên Hệ Thức uống Tin tức Trang chủ Menu BLACK COLD BREW COFFEE BLACK COLD BREW COFFEE Capacity: 230ML with 100% Arabica 55.000đ Order xin gọi: 1800 6230 Trở Lại Sản phẩm cùng danh mục SẢN PHẨM","15",
"200","product-detail","/menu/cappuccino-s155t2/","http://www.thuccoffee.com.vn/menu/cappuccino-s155t2/","Thức Coffee - Open 24/7 - CAPPUCCINO","H1: CAPPUCCINO | H2: Sản phẩm cùng danh mục | H4: THỨC COFFEE - OPEN 24/7 Hotline: 1800 6230 | H4: © 2018. All Right Reserved. Thức Coffee","Thức Coffee - Open 24/7 - CAPPUCCINO Trang chủ Menu Chuyện của Thức Về chúng tôi Cửa hàng Chính sách thành viên Tuyển Dụng Liên Hệ Đăng Nhập Nhận tin khuyến mãi của Thức 1800 6230 info.thuccoffee247@gmail.com 1800 6230 Menu Chuyện của Thức Về chúng tôi Cửa hàng Chính sách thành viên Tuyển Dụng Liên Hệ Thức uống Tin tức Trang chủ Menu CAPPUCCINO CAPPUCCINO Lạnh (Size M) 50.000đ Lạnh (Size L) 60.000đ Nóng 50.000đ Order xin gọi: 1800 6230 Trở Lại Sản phẩm cùng danh mục SẢN PHẨM MỚI BLACK COLD BREW ","15",
"200","product-detail","/menu/caramel-coffee-jelly-ib-s259t2/","http://www.thuccoffee.com.vn/menu/caramel-coffee-jelly-ib-s259t2/","Thức Coffee - Open 24/7 - CARAMEL COFFEE JELLY IB","H1: CARAMEL COFFEE JELLY IB | H2: Sản phẩm cùng danh mục | H4: THỨC COFFEE - OPEN 24/7 Hotline: 1800 6230 | H4: © 2018. All Right Reserved. Thức Coffee","Thức Coffee - Open 24/7 - CARAMEL COFFEE JELLY IB Trang chủ Menu Chuyện của Thức Về chúng tôi Cửa hàng Chính sách thành viên Tuyển Dụng Liên Hệ Đăng Nhập Nhận tin khuyến mãi của Thức 1800 6230 info.thuccoffee247@gmail.com 1800 6230 Menu Chuyện của Thức Về chúng tôi Cửa hàng Chính sách thành viên Tuyển Dụng Liên Hệ Thức uống Tin tức Trang chủ Menu CARAMEL COFFEE JELLY IB CARAMEL COFFEE JELLY IB CÀ PHÊ CARAMEL ĐÁ XAY SIZE M 55.000đ SIZE L 65.000đ Order xin gọi: 1800 6230 Trở Lại Sản phẩm cùng danh","15",
"200","product-detail","/menu/chocolate-ib-s263t2/","http://www.thuccoffee.com.vn/menu/chocolate-ib-s263t2/","Thức Coffee - Open 24/7 - CHOCOLATE IB","H1: CHOCOLATE IB | H2: Sản phẩm cùng danh mục | H4: THỨC COFFEE - OPEN 24/7 Hotline: 1800 6230 | H4: © 2018. All Right Reserved. Thức Coffee","Thức Coffee - Open 24/7 - CHOCOLATE IB Trang chủ Menu Chuyện của Thức Về chúng tôi Cửa hàng Chính sách thành viên Tuyển Dụng Liên Hệ Đăng Nhập Nhận tin khuyến mãi của Thức 1800 6230 info.thuccoffee247@gmail.com 1800 6230 Menu Chuyện của Thức Về chúng tôi Cửa hàng Chính sách thành viên Tuyển Dụng Liên Hệ Thức uống Tin tức Trang chủ Menu CHOCOLATE IB CHOCOLATE IB SÔ-CÔ-LA ĐÁ XAY SIZE M 55.000đ SIZE L 65.000đ Order xin gọi: 1800 6230 Trở Lại Sản phẩm cùng danh mục Yêu thích nhất KUMQUAT COOLER 65.0","15",
"200","product-detail","/menu/chocolate-s167t2/","http://www.thuccoffee.com.vn/menu/chocolate-s167t2/","Thức Coffee - Open 24/7 - CHOCOLATE","H1: CHOCOLATE | H2: Sản phẩm cùng danh mục | H4: THỨC COFFEE - OPEN 24/7 Hotline: 1800 6230 | H4: © 2018. All Right Reserved. Thức Coffee","Thức Coffee - Open 24/7 - CHOCOLATE Trang chủ Menu Chuyện của Thức Về chúng tôi Cửa hàng Chính sách thành viên Tuyển Dụng Liên Hệ Đăng Nhập Nhận tin khuyến mãi của Thức 1800 6230 info.thuccoffee247@gmail.com 1800 6230 Menu Chuyện của Thức Về chúng tôi Cửa hàng Chính sách thành viên Tuyển Dụng Liên Hệ Thức uống Tin tức Trang chủ Menu CHOCOLATE CHOCOLATE SÔ-CÔ-LA SỮA Lạnh (Size M) 55.000đ Lạnh (Size L) 65.000đ HOT 55.000đ Order xin gọi: 1800 6230 Trở Lại Sản phẩm cùng danh mục SẢN PHẨM MỚI COCO MA","14",
"500","product-detail","/menu/christmas-vanilla-peppermint-s652t2/","http://www.thuccoffee.com.vn/menu/christmas-vanilla-peppermint-s652t2/","","","","0","The remote server returned an error: (500) Internal Server Error."
"200","product-detail","/menu/cinnamon-orange-cold-brew-s1435t2/","http://www.thuccoffee.com.vn/menu/cinnamon-orange-cold-brew-s1435t2/","Thức Coffee - Open 24/7 - CINNAMON ORANGE COLD BREW","H1: CINNAMON ORANGE COLD BREW | H2: Sản phẩm cùng danh mục | H4: THỨC COFFEE - OPEN 24/7 Hotline: 1800 6230 | H4: © 2018. All Right Reserved. Thức Coffee","Thức Coffee - Open 24/7 - CINNAMON ORANGE COLD BREW Trang chủ Menu Chuyện của Thức Về chúng tôi Cửa hàng Chính sách thành viên Tuyển Dụng Liên Hệ Đăng Nhập Nhận tin khuyến mãi của Thức 1800 6230 info.thuccoffee247@gmail.com 1800 6230 Menu Chuyện của Thức Về chúng tôi Cửa hàng Chính sách thành viên Tuyển Dụng Liên Hệ Thức uống Tin tức Trang chủ Menu CINNAMON ORANGE COLD BREW CINNAMON ORANGE COLD BREW Cà phê ủ lạnh Cam Quế được mix match từ nước cam tươi và cà phê ủ lạnh thanh mát thoang thoảng hư","13",
"200","product-detail","/menu/cinnamon-tea-s181t2/","http://www.thuccoffee.com.vn/menu/cinnamon-tea-s181t2/","Thức Coffee - Open 24/7 - CINNAMON TEA","H1: CINNAMON TEA | H2: Sản phẩm cùng danh mục | H4: THỨC COFFEE - OPEN 24/7 Hotline: 1800 6230 | H4: © 2018. All Right Reserved. Thức Coffee","Thức Coffee - Open 24/7 - CINNAMON TEA Trang chủ Menu Chuyện của Thức Về chúng tôi Cửa hàng Chính sách thành viên Tuyển Dụng Liên Hệ Đăng Nhập Nhận tin khuyến mãi của Thức 1800 6230 info.thuccoffee247@gmail.com 1800 6230 Menu Chuyện của Thức Về chúng tôi Cửa hàng Chính sách thành viên Tuyển Dụng Liên Hệ Thức uống Tin tức Trang chủ Menu CINNAMON TEA CINNAMON TEA TRÀ QUẾ HOA HỒI COLD (SIZE S) 45.000đ HOT 45.000đ Order xin gọi: 1800 6230 Trở Lại Sản phẩm cùng danh mục SẢN PHẨM MỚI GOLDEN BERRY PASS","15",
"200","product-detail","/menu/coco-coffee-iceblend-s1138t2/","http://www.thuccoffee.com.vn/menu/coco-coffee-iceblend-s1138t2/","Thức Coffee - Open 24/7 - COCO COFFEE ICEBLEND","H1: COCO COFFEE ICEBLEND | H2: Sản phẩm cùng danh mục | H4: THỨC COFFEE - OPEN 24/7 Hotline: 1800 6230 | H4: © 2018. All Right Reserved. Thức Coffee","Thức Coffee - Open 24/7 - COCO COFFEE ICEBLEND Trang chủ Menu Chuyện của Thức Về chúng tôi Cửa hàng Chính sách thành viên Tuyển Dụng Liên Hệ Đăng Nhập Nhận tin khuyến mãi của Thức 1800 6230 info.thuccoffee247@gmail.com 1800 6230 Menu Chuyện của Thức Về chúng tôi Cửa hàng Chính sách thành viên Tuyển Dụng Liên Hệ Thức uống Tin tức Trang chủ Menu COCO COFFEE ICEBLEND COCO COFFEE ICEBLEND COCO COFFEE ICEBLEND (Cà Phê Dừa) sự kết hợp độc đáo từ cà phê và dừa trên nền đá xay mát lạnh, thoảng chút đắng","15",
